src,bench,variant,actual,L2,L2K
synthetic_2d_warp,flyingthings,catspp|False|True,58.9743,34.191078274298086,32.59670371353004
synthetic_2d_warp,kitti2012,catspp|False|True,77.1277,73.38226246974314,74.802807600251
synthetic_2d_warp,kitti2015,catspp|False|True,79.9745,72.94668668533411,72.90436419224491
synthetic_2d_warp,pfpascal,catspp|False|True,10.9336,42.905024294526925,41.45139318618735
synthetic_2d_warp,pfwillow,catspp|False|True,13.4667,36.19736604199743,35.58997897216169
synthetic_2d_warp,pointodyssey,catspp|False|True,65.9417,43.369323595791656,42.70157786107799
synthetic_2d_warp,spair,catspp|False|True,3.183,31.35355366350963,30.415804058992425
synthetic_2d_warp,synthetic,catspp|False|True,18.8784,20.62974651799489,21.13656431116645
synthetic_2d_warp,tss,catspp|False|True,20.0086,35.62487895193688,34.75921941765687
synthetic_large_zoom,flyingthings,catspp|False|True,72.1858,39.52677338276174,42.051933135026026
synthetic_large_zoom,kitti2012,catspp|False|True,94.8248,78.11505353910889,81.14496002660209
synthetic_large_zoom,kitti2015,catspp|False|True,93.0548,77.70657738034397,81.95517764763129
synthetic_large_zoom,pfpascal,catspp|False|True,17.9071,49.36899764814469,51.82327651889802
synthetic_large_zoom,pfwillow,catspp|False|True,19.8667,42.258411424589575,43.11152215898327
synthetic_large_zoom,pointodyssey,catspp|False|True,62.7536,47.04315485341201,48.36662896433139
synthetic_large_zoom,spair,catspp|False|True,4.1558,36.64731499199478,34.86576350016694
synthetic_large_zoom,synthetic,catspp|False|True,48.6509,26.57250772675009,23.87165133814713
synthetic_large_zoom,tss,catspp|False|True,37.3118,41.431574447985525,41.753125391686886
synthetic_random_flipping,flyingthings,catspp|False|True,50.8063,25.115133808296946,24.074791796491485
synthetic_random_flipping,kitti2012,catspp|False|True,71.5744,63.216208663961254,50.13842737539718
synthetic_random_flipping,kitti2015,catspp|False|True,78.5201,63.189846960436185,49.20959825594195
synthetic_random_flipping,pfpascal,catspp|False|True,6.5354,31.686305625836305,29.458186745810725
synthetic_random_flipping,pfwillow,catspp|False|True,8.9444,24.354054411806146,25.015613979257694
synthetic_random_flipping,pointodyssey,catspp|False|True,17.5356,31.964427239097105,28.573513315533535
synthetic_random_flipping,spair,catspp|False|True,3.4986,17.99071355800647,21.154343765484874
synthetic_random_flipping,synthetic,catspp|False|True,21.8158,7.9536955698794145,14.661583612752297
synthetic_random_flipping,tss,catspp|False|True,15.3875,24.148108231219915,24.422317499662377
synthetic_small_zoom,flyingthings,catspp|False|True,70.0137,40.85099745328133,44.23270546342878
synthetic_small_zoom,kitti2012,catspp|False|True,91.7972,78.77273684686486,82.31288413239344
synthetic_small_zoom,kitti2015,catspp|False|True,88.9381,78.36200806101161,83.85989789846319
synthetic_small_zoom,pfpascal,catspp|False|True,18.9586,50.6581606072108,53.84648117291551
synthetic_small_zoom,pfwillow,catspp|False|True,20.5333,43.23276023835255,44.35020651505355
synthetic_small_zoom,pointodyssey,catspp|False|True,39.8187,47.12745699546075,48.594859280274555
synthetic_small_zoom,spair,catspp|False|True,3.8854,37.10425215614871,34.34112539759841
synthetic_small_zoom,synthetic,catspp|False|True,50.3084,27.237475423199975,24.001744624083813
synthetic_small_zoom,tss,catspp|False|True,38.3962,42.263056767828736,42.51321810394666
flyingthings,flyingthings,catspp|True|False,85.2977,54.70195979417058,54.26562828259731
flyingthings,kitti2012,catspp|True|False,98.098,90.97360256374719,91.28090551006859
flyingthings,kitti2015,catspp|True|False,96.7896,92.08409747611238,92.59771503748439
flyingthings,pfpascal,catspp|True|False,48.3555,63.40246242399819,63.36616401247683
flyingthings,pfwillow,catspp|True|False,51.4778,60.211177755447984,60.1246401360091
flyingthings,pointodyssey,catspp|True|False,64.7289,69.36635092008326,69.90548459844076
flyingthings,spair,catspp|True|False,19.9484,58.27725652404224,57.521284052284955
